               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.027373,            0.021781,           0.0008415,             0.75704,             0.74139,             0.78811,              0.5825,            0.031504,            0.011885,          0.00074321,           0.0070498,           0.0070498,           0.0070498
                 151,            0.027267,            0.021737,          0.00084828,             0.75887,             0.73762,              0.7882,             0.58303,            0.031499,            0.011889,          0.00074725,             0.00703,             0.00703,             0.00703
                 152,            0.027279,            0.021733,          0.00088036,             0.75993,             0.73829,             0.78895,             0.58329,            0.031501,            0.011893,          0.00074803,           0.0070102,           0.0070102,           0.0070102
                 153,            0.027297,            0.021748,          0.00085356,             0.76509,             0.73128,             0.78811,             0.58304,              0.0315,            0.011902,          0.00074526,           0.0069904,           0.0069904,           0.0069904
                 154,            0.027196,            0.021635,          0.00087824,             0.76304,             0.73626,             0.78847,             0.58323,            0.031504,            0.011906,          0.00074032,           0.0069706,           0.0069706,           0.0069706
                 155,            0.027187,             0.02166,          0.00084211,             0.76982,             0.73182,             0.78856,              0.5831,            0.031501,            0.011901,          0.00073603,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027193,            0.021677,          0.00085394,             0.77096,              0.7313,             0.78882,             0.58334,            0.031482,            0.011895,          0.00073352,            0.006931,            0.006931,            0.006931
                 157,            0.027159,            0.021627,          0.00084631,             0.77108,              0.7306,             0.78857,             0.58368,             0.03147,             0.01189,          0.00072688,           0.0069112,           0.0069112,           0.0069112
                 158,             0.02702,            0.021469,          0.00087042,             0.76623,             0.73634,             0.78939,             0.58419,            0.031461,             0.01188,           0.0007255,           0.0068914,           0.0068914,           0.0068914
                 159,            0.026968,             0.02161,          0.00082468,              0.7729,             0.73149,             0.78976,             0.58446,            0.031452,            0.011866,          0.00072348,           0.0068716,           0.0068716,           0.0068716
                 160,            0.027027,            0.021636,          0.00082493,             0.77439,             0.72994,              0.7899,             0.58492,             0.03143,            0.011864,          0.00072506,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026914,            0.021455,          0.00082449,             0.77043,             0.73244,              0.7899,             0.58492,            0.031411,            0.011869,          0.00072329,            0.006832,            0.006832,            0.006832
                 162,            0.027014,            0.021666,          0.00083383,             0.76179,             0.73855,             0.78967,             0.58509,            0.031381,            0.011881,          0.00072102,           0.0068122,           0.0068122,           0.0068122
                 163,            0.027033,            0.021476,          0.00083268,             0.76111,             0.73958,             0.79021,             0.58525,            0.031367,             0.01188,          0.00072172,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026821,            0.021394,          0.00084599,             0.76236,             0.73619,             0.79051,             0.58607,            0.031342,            0.011878,           0.0007233,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027028,            0.021513,           0.0008431,             0.76487,             0.73483,             0.79028,             0.58681,            0.031308,            0.011877,          0.00073122,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026833,             0.02142,           0.0008168,             0.76427,             0.73632,             0.79024,             0.58674,            0.031285,            0.011877,          0.00073297,            0.006733,            0.006733,            0.006733
                 167,             0.02693,            0.021371,          0.00086433,             0.76558,             0.73623,             0.78993,              0.5871,            0.031269,            0.011886,            0.000741,           0.0067132,           0.0067132,           0.0067132
                 168,            0.026736,            0.021337,          0.00082657,             0.76432,             0.73811,             0.78998,             0.58717,            0.031245,            0.011888,           0.0007431,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026617,            0.021195,          0.00085451,             0.76619,             0.73598,             0.78994,             0.58713,            0.031221,            0.011892,          0.00074073,           0.0066736,           0.0066736,           0.0066736
                 170,            0.026676,            0.021423,          0.00081551,             0.76609,             0.73605,             0.78967,             0.58692,            0.031233,            0.011897,          0.00073555,           0.0066538,           0.0066538,           0.0066538
                 171,            0.026547,            0.021225,          0.00077991,             0.76482,             0.73882,             0.78921,             0.58692,            0.031252,            0.011905,          0.00073734,            0.006634,            0.006634,            0.006634
                 172,            0.026631,            0.021295,          0.00080948,             0.76434,             0.73697,             0.78931,             0.58727,            0.031257,            0.011908,          0.00074196,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026652,            0.021335,          0.00081296,              0.7676,             0.73416,             0.78992,             0.58759,            0.031253,            0.011906,           0.0007428,           0.0065944,           0.0065944,           0.0065944
                 174,            0.026511,            0.021208,           0.0008066,               0.767,              0.7356,             0.79006,             0.58744,             0.03126,            0.011904,           0.0007435,           0.0065746,           0.0065746,           0.0065746
                 175,            0.026594,            0.021116,          0.00082655,             0.76441,             0.73832,             0.79039,             0.58777,            0.031268,            0.011903,          0.00075336,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026491,            0.021238,          0.00078886,             0.76603,             0.73836,             0.79028,             0.58786,            0.031271,            0.011905,           0.0007616,            0.006535,            0.006535,            0.006535
                 177,            0.026494,            0.021209,          0.00080049,             0.76638,             0.73921,             0.79027,             0.58775,            0.031273,            0.011907,           0.0007642,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026382,             0.02119,          0.00080897,             0.76647,             0.73923,             0.78993,             0.58801,            0.031273,            0.011914,          0.00076729,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026436,             0.02115,          0.00081567,             0.76559,             0.74064,             0.78983,             0.58814,            0.031277,            0.011916,          0.00076519,           0.0064756,           0.0064756,           0.0064756
                 180,            0.026367,             0.02121,          0.00080427,             0.76634,             0.73958,             0.78994,             0.58822,            0.031267,            0.011912,          0.00076093,           0.0064558,           0.0064558,           0.0064558
                 181,            0.026431,            0.021204,          0.00081662,             0.76104,             0.74305,             0.79029,             0.58834,            0.031272,            0.011912,          0.00076108,            0.006436,            0.006436,            0.006436
                 182,            0.026251,            0.020918,           0.0007745,             0.76128,             0.74132,             0.79083,             0.58868,            0.031268,            0.011909,          0.00075874,           0.0064162,           0.0064162,           0.0064162
                 183,            0.026203,            0.020905,          0.00078032,             0.76356,             0.74118,             0.79163,             0.58876,            0.031266,            0.011907,          0.00075657,           0.0063964,           0.0063964,           0.0063964
                 184,             0.02635,            0.021051,          0.00078833,             0.76548,             0.73919,             0.79156,              0.5888,            0.031263,            0.011906,          0.00075958,           0.0063766,           0.0063766,           0.0063766
                 185,            0.026196,            0.020913,          0.00079065,             0.77246,             0.73593,             0.79235,             0.58939,            0.031247,              0.0119,          0.00075743,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026156,            0.020965,          0.00079863,             0.77051,              0.7362,              0.7918,             0.58996,            0.031232,            0.011898,          0.00075537,            0.006337,            0.006337,            0.006337
                 187,            0.026137,            0.020876,          0.00077118,             0.76748,              0.7393,             0.79162,             0.59039,            0.031238,            0.011894,          0.00074669,           0.0063172,           0.0063172,           0.0063172
                 188,            0.026088,            0.020946,          0.00079045,             0.75471,             0.75005,              0.7922,             0.59037,            0.031246,            0.011892,          0.00074854,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025961,            0.020846,          0.00078692,             0.75741,             0.74772,             0.79257,             0.59065,            0.031238,             0.01188,          0.00075182,           0.0062776,           0.0062776,           0.0062776
                 190,            0.025966,             0.02091,          0.00075395,             0.76288,             0.74325,             0.79254,              0.5908,            0.031241,            0.011881,          0.00075423,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02608,            0.020862,           0.0007772,             0.76451,               0.739,             0.79232,             0.59116,            0.031248,            0.011883,          0.00075306,            0.006238,            0.006238,            0.006238
                 192,            0.025915,            0.020857,          0.00080655,             0.78087,             0.72671,             0.79277,             0.59163,            0.031249,            0.011886,          0.00075039,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025995,            0.020836,          0.00078221,             0.78033,             0.72652,             0.79246,             0.59189,            0.031252,             0.01189,          0.00074491,           0.0061984,           0.0061984,           0.0061984
                 194,            0.025898,            0.020695,          0.00077648,             0.78139,             0.72485,             0.79253,             0.59193,            0.031264,            0.011891,          0.00073759,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025841,            0.020738,          0.00078475,             0.78674,             0.72152,             0.79282,             0.59224,            0.031258,            0.011892,          0.00074004,           0.0061588,           0.0061588,           0.0061588
                 196,            0.025782,            0.020644,          0.00077853,             0.76591,             0.73799,             0.79235,             0.59219,             0.03126,            0.011895,          0.00074262,            0.006139,            0.006139,            0.006139
                 197,            0.025751,            0.020781,          0.00078422,             0.77152,             0.73494,             0.79271,             0.59249,            0.031244,             0.01189,          0.00074266,           0.0061192,           0.0061192,           0.0061192
                 198,            0.025721,            0.020697,          0.00076284,             0.77481,             0.73414,             0.79217,             0.59297,            0.031233,            0.011893,          0.00074013,           0.0060994,           0.0060994,           0.0060994
                 199,            0.025787,            0.020749,          0.00076453,             0.78077,             0.73017,             0.79277,             0.59352,            0.031209,            0.011896,          0.00073135,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025639,            0.020627,          0.00076278,             0.77641,             0.73316,             0.79323,             0.59372,            0.031196,            0.011897,           0.0007261,           0.0060598,           0.0060598,           0.0060598
                 201,            0.025768,            0.020745,          0.00079152,             0.78669,             0.72856,             0.79374,             0.59459,            0.031188,            0.011891,          0.00072191,             0.00604,             0.00604,             0.00604
                 202,            0.025681,            0.020548,          0.00076597,             0.78031,             0.73107,             0.79314,             0.59487,            0.031193,            0.011894,          0.00072416,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025684,            0.020617,          0.00075122,             0.77592,             0.73649,             0.79268,             0.59454,             0.03121,            0.011901,          0.00072624,           0.0060004,           0.0060004,           0.0060004
                 204,            0.025682,            0.020647,          0.00076812,             0.76537,             0.74381,             0.79229,             0.59415,            0.031222,            0.011906,          0.00072831,           0.0059806,           0.0059806,           0.0059806
                 205,            0.025525,            0.020624,          0.00073807,               0.765,             0.74682,             0.79262,             0.59433,            0.031232,            0.011911,          0.00073233,           0.0059608,           0.0059608,           0.0059608
                 206,            0.025674,            0.020575,          0.00077223,             0.77103,             0.74191,             0.79293,             0.59382,            0.031247,             0.01192,          0.00073793,            0.005941,            0.005941,            0.005941
                 207,            0.025577,            0.020515,          0.00075372,             0.77398,             0.74003,              0.7934,             0.59404,            0.031248,            0.011923,          0.00074717,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025405,            0.020485,          0.00076561,             0.77601,             0.73732,             0.79324,             0.59409,            0.031247,            0.011923,          0.00075314,           0.0059014,           0.0059014,           0.0059014
                 209,            0.025357,            0.020336,          0.00075108,              0.7771,             0.73405,             0.79274,             0.59481,            0.031239,            0.011925,          0.00075539,           0.0058816,           0.0058816,           0.0058816
                 210,            0.025336,            0.020343,          0.00074359,             0.77374,             0.73543,             0.79251,             0.59475,            0.031249,            0.011929,          0.00076203,           0.0058618,           0.0058618,           0.0058618
                 211,            0.025413,             0.02034,          0.00076207,             0.77958,             0.72871,             0.79165,             0.59463,            0.031264,            0.011932,           0.0007691,            0.005842,            0.005842,            0.005842
                 212,            0.025364,            0.020471,          0.00075458,             0.77729,             0.72931,             0.79148,             0.59498,            0.031269,            0.011935,          0.00077189,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02529,            0.020437,          0.00075199,             0.77313,             0.73545,             0.79145,             0.59501,            0.031275,            0.011939,          0.00077221,           0.0058024,           0.0058024,           0.0058024
                 214,            0.025297,            0.020373,          0.00073823,             0.77415,             0.73198,              0.7916,             0.59506,            0.031279,            0.011943,          0.00077161,           0.0057826,           0.0057826,           0.0057826
                 215,             0.02529,            0.020389,          0.00075273,             0.76086,              0.7471,             0.79113,             0.59496,            0.031294,            0.011947,          0.00076864,           0.0057628,           0.0057628,           0.0057628
                 216,            0.025154,             0.02026,          0.00074697,             0.76109,             0.74646,              0.7914,             0.59549,            0.031293,            0.011948,          0.00076806,            0.005743,            0.005743,            0.005743
                 217,            0.025115,            0.020185,          0.00073619,             0.76394,             0.74637,             0.79152,             0.59542,            0.031285,            0.011948,          0.00076669,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02512,            0.020228,          0.00073549,             0.76761,             0.74359,             0.79224,             0.59569,            0.031285,             0.01195,          0.00077299,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025093,            0.020195,           0.0007384,             0.76334,              0.7466,              0.7919,             0.59584,            0.031295,            0.011958,          0.00078021,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024997,            0.020195,           0.0007203,             0.76229,             0.74591,             0.79181,             0.59543,            0.031291,            0.011968,          0.00078265,           0.0056638,           0.0056638,           0.0056638
                 221,            0.025005,              0.0202,          0.00075391,             0.76197,             0.74718,             0.79206,             0.59529,            0.031284,            0.011971,          0.00078641,            0.005644,            0.005644,            0.005644
                 222,            0.025008,            0.020227,          0.00074149,             0.76241,               0.745,             0.79217,              0.5956,            0.031272,            0.011971,          0.00078547,           0.0056242,           0.0056242,           0.0056242
                 223,               0.025,            0.020165,          0.00074955,              0.7772,             0.73145,             0.79231,             0.59567,            0.031263,            0.011968,          0.00078371,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024941,            0.020255,          0.00073296,             0.77962,             0.72987,             0.79267,             0.59575,            0.031259,            0.011975,           0.0007893,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024862,            0.020071,          0.00070292,              0.7706,             0.73841,             0.79272,             0.59578,            0.031249,            0.011983,          0.00079465,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024715,            0.020027,          0.00072531,             0.77988,             0.73013,             0.79226,             0.59601,            0.031244,            0.011989,          0.00079809,            0.005545,            0.005545,            0.005545
                 227,            0.024904,            0.020041,          0.00072259,             0.76548,             0.74444,             0.79281,             0.59605,            0.031252,            0.011991,          0.00079915,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024855,            0.019953,          0.00072927,             0.77638,             0.73414,             0.79234,             0.59635,            0.031255,            0.011992,          0.00079335,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024774,            0.019927,          0.00072438,             0.77228,             0.73894,             0.79294,             0.59673,             0.03123,            0.011985,          0.00079044,           0.0054856,           0.0054856,           0.0054856
                 230,            0.024735,            0.019953,           0.0007239,              0.7795,             0.73163,             0.79352,              0.5972,            0.031209,            0.011977,          0.00078125,           0.0054658,           0.0054658,           0.0054658
                 231,            0.024589,            0.019918,           0.0007177,             0.77731,             0.73448,             0.79364,             0.59724,            0.031203,            0.011985,          0.00077961,            0.005446,            0.005446,            0.005446
                 232,            0.024651,            0.019846,          0.00071317,             0.77883,             0.73272,             0.79351,              0.5969,            0.031181,             0.01198,          0.00078788,           0.0054262,           0.0054262,           0.0054262
                 233,            0.024535,            0.019891,          0.00071453,             0.78508,             0.72693,             0.79373,             0.59672,            0.031176,            0.011984,          0.00078744,           0.0054064,           0.0054064,           0.0054064
                 234,            0.024545,            0.019905,          0.00071637,             0.77665,              0.7338,             0.79316,             0.59682,            0.031156,            0.011989,           0.0007863,           0.0053866,           0.0053866,           0.0053866
                 235,             0.02452,            0.019827,          0.00069729,             0.78701,             0.72567,             0.79327,             0.59697,            0.031136,               0.012,          0.00078685,           0.0053668,           0.0053668,           0.0053668
                 236,            0.024417,             0.01982,          0.00070537,             0.77909,             0.73114,             0.79294,             0.59726,            0.031132,            0.012004,          0.00078793,            0.005347,            0.005347,            0.005347
                 237,            0.024519,            0.019773,          0.00071064,              0.7896,             0.72294,             0.79303,             0.59737,            0.031117,            0.012003,           0.0007837,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024418,            0.019848,          0.00072197,             0.78657,             0.72517,             0.79255,             0.59752,            0.031117,            0.012001,          0.00078175,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024457,            0.019817,          0.00072464,             0.79362,             0.72119,             0.79256,             0.59778,            0.031126,            0.012005,          0.00078355,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024471,            0.019786,          0.00070727,             0.79257,             0.72109,             0.79283,             0.59776,            0.031119,            0.012012,          0.00079039,           0.0052678,           0.0052678,           0.0052678
                 241,            0.024343,            0.019734,           0.0006868,             0.77185,             0.73716,             0.79264,             0.59809,            0.031092,            0.012007,          0.00080018,            0.005248,            0.005248,            0.005248
                 242,            0.024349,            0.019695,          0.00071918,             0.77154,             0.73814,             0.79314,             0.59822,            0.031077,            0.012012,          0.00080477,           0.0052282,           0.0052282,           0.0052282
                 243,            0.024373,            0.019716,          0.00072008,             0.77506,             0.73639,             0.79363,             0.59841,            0.031084,            0.012019,          0.00080487,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024295,            0.019638,            0.000675,             0.77953,             0.73382,             0.79344,             0.59861,            0.031086,            0.012025,          0.00080886,           0.0051886,           0.0051886,           0.0051886
                 245,            0.024231,            0.019724,          0.00067369,             0.78059,             0.73411,              0.7935,             0.59881,            0.031089,            0.012028,          0.00081057,           0.0051688,           0.0051688,           0.0051688
                 246,             0.02419,            0.019629,          0.00069288,              0.7779,             0.73661,             0.79423,              0.5993,            0.031084,            0.012041,           0.0008112,            0.005149,            0.005149,            0.005149
                 247,            0.024236,            0.019621,           0.0006808,             0.77113,             0.74222,             0.79291,             0.59937,            0.031081,            0.012042,          0.00081541,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024164,            0.019571,          0.00068702,             0.76906,             0.74421,             0.79298,             0.59955,            0.031088,            0.012047,          0.00081823,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024064,            0.019572,          0.00067144,             0.76984,             0.74324,             0.79304,             0.59958,            0.031106,            0.012051,          0.00082914,           0.0050896,           0.0050896,           0.0050896
                 250,            0.024022,            0.019403,          0.00067155,             0.76828,             0.74383,             0.79324,             0.59969,            0.031104,             0.01206,          0.00083727,           0.0050698,           0.0050698,           0.0050698
                 251,            0.024108,            0.019402,          0.00066798,              0.7682,             0.74492,             0.79356,             0.59993,            0.031096,            0.012061,          0.00083631,             0.00505,             0.00505,             0.00505
                 252,            0.023826,            0.019458,          0.00067892,             0.77071,             0.74273,             0.79386,             0.60043,             0.03109,            0.012059,          0.00083847,           0.0050302,           0.0050302,           0.0050302
                 253,            0.023977,            0.019402,          0.00066905,             0.77226,             0.74257,             0.79405,             0.60089,            0.031067,            0.012052,          0.00082024,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023872,            0.019387,          0.00067974,             0.77056,             0.74215,             0.79351,             0.60092,            0.031071,            0.012053,          0.00081665,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023864,            0.019356,          0.00069161,             0.77424,             0.73814,             0.79386,             0.60076,            0.031081,            0.012048,          0.00081638,           0.0049708,           0.0049708,           0.0049708
                 256,            0.023845,             0.01941,          0.00069549,              0.7752,             0.73743,             0.79393,             0.60118,            0.031096,            0.012052,          0.00081318,            0.004951,            0.004951,            0.004951
                 257,            0.023829,            0.019336,          0.00066387,             0.77582,             0.73521,             0.79389,             0.60121,             0.03111,            0.012053,          0.00081146,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023837,            0.019211,          0.00067546,             0.77913,             0.73521,             0.79409,             0.60128,            0.031123,            0.012051,          0.00080551,           0.0049114,           0.0049114,           0.0049114
                 259,            0.023836,            0.019377,          0.00068062,             0.77564,              0.7357,             0.79365,               0.601,            0.031149,            0.012055,          0.00080712,           0.0048916,           0.0048916,           0.0048916
                 260,            0.023722,            0.019185,          0.00065172,             0.77485,              0.7353,             0.79289,             0.60099,            0.031158,            0.012061,          0.00080578,           0.0048718,           0.0048718,           0.0048718
                 261,            0.023728,            0.019331,          0.00068461,             0.77541,             0.73592,               0.793,             0.60107,            0.031176,            0.012062,          0.00080574,            0.004852,            0.004852,            0.004852
                 262,            0.023627,            0.019202,          0.00065857,             0.77665,             0.73476,             0.79308,             0.60114,             0.03118,            0.012068,          0.00080142,           0.0048322,           0.0048322,           0.0048322
                 263,            0.023697,            0.019228,          0.00068324,             0.77319,              0.7374,             0.79296,             0.60127,            0.031162,            0.012073,          0.00079819,           0.0048124,           0.0048124,           0.0048124
                 264,            0.023502,            0.019123,           0.0006683,             0.77161,             0.73924,              0.7935,             0.60156,             0.03113,             0.01207,           0.0007955,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023643,            0.019241,           0.0006947,             0.76677,             0.74231,             0.79369,             0.60198,            0.031116,            0.012076,          0.00079278,           0.0047728,           0.0047728,           0.0047728
                 266,            0.023534,            0.019144,            0.000644,             0.77046,             0.74034,             0.79328,               0.602,            0.031107,            0.012086,          0.00079749,            0.004753,            0.004753,            0.004753
                 267,            0.023492,            0.019111,          0.00067816,             0.77333,             0.73866,             0.79336,             0.60244,            0.031093,            0.012089,          0.00080321,           0.0047332,           0.0047332,           0.0047332
                 268,             0.02344,            0.019111,          0.00064688,             0.77555,              0.7379,              0.7937,             0.60262,            0.031064,            0.012085,          0.00080818,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023443,            0.019076,          0.00066801,             0.77567,             0.73887,             0.79372,             0.60267,            0.031048,            0.012082,          0.00080779,           0.0046936,           0.0046936,           0.0046936
                 270,            0.023425,            0.019097,          0.00067796,             0.77404,             0.73972,             0.79372,               0.603,            0.031036,            0.012084,          0.00080204,           0.0046738,           0.0046738,           0.0046738
                 271,            0.023285,            0.019033,          0.00064213,             0.77812,             0.73479,             0.79385,             0.60326,            0.031025,            0.012079,          0.00080448,            0.004654,            0.004654,            0.004654
                 272,            0.023326,            0.019033,          0.00063502,             0.77287,             0.73661,             0.79339,             0.60327,            0.031024,            0.012081,          0.00080463,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023288,            0.019051,          0.00064575,             0.77404,             0.73509,             0.79371,             0.60335,            0.031025,            0.012088,          0.00080467,           0.0046144,           0.0046144,           0.0046144
                 274,            0.023254,            0.019013,          0.00063493,             0.77369,             0.73526,             0.79338,             0.60358,            0.031014,            0.012093,          0.00079676,           0.0045946,           0.0045946,           0.0045946
                 275,            0.023211,            0.018802,          0.00066062,             0.77652,             0.73383,             0.79327,             0.60354,               0.031,            0.012093,          0.00079179,           0.0045748,           0.0045748,           0.0045748
                 276,             0.02316,            0.019009,          0.00064311,             0.77913,             0.73364,             0.79391,             0.60384,            0.030992,            0.012098,          0.00078668,            0.004555,            0.004555,            0.004555
                 277,            0.023123,            0.018893,          0.00063956,             0.77311,             0.73761,             0.79363,             0.60382,            0.030984,            0.012104,          0.00078229,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023007,            0.018758,          0.00061753,             0.77002,             0.74109,             0.79428,             0.60455,            0.030982,            0.012109,          0.00078999,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023139,            0.018845,          0.00065111,             0.76825,             0.74364,             0.79418,             0.60481,            0.030983,            0.012119,          0.00079765,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023004,            0.018697,          0.00064063,             0.76821,             0.74556,             0.79448,             0.60463,            0.030974,            0.012125,          0.00080293,           0.0044758,           0.0044758,           0.0044758
                 281,            0.022967,            0.018762,          0.00062958,             0.77192,             0.74233,             0.79394,               0.605,            0.030984,            0.012133,          0.00080934,            0.004456,            0.004456,            0.004456
                 282,             0.02288,            0.018694,          0.00060286,             0.77376,             0.74167,             0.79376,             0.60514,            0.030984,            0.012139,          0.00080679,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022923,            0.018781,          0.00062298,             0.77046,             0.74692,             0.79445,              0.6053,            0.030995,            0.012136,          0.00080759,           0.0044164,           0.0044164,           0.0044164
                 284,            0.022836,            0.018618,          0.00062256,             0.77113,             0.74356,             0.79464,             0.60533,             0.03102,            0.012139,          0.00081311,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022774,             0.01865,          0.00062894,             0.77057,             0.74374,             0.79502,             0.60582,            0.031017,            0.012148,          0.00081175,           0.0043768,           0.0043768,           0.0043768
                 286,            0.022867,            0.018645,          0.00063744,             0.77081,             0.74556,              0.7951,             0.60624,            0.031002,             0.01215,           0.0008215,            0.004357,            0.004357,            0.004357
                 287,            0.022745,            0.018571,          0.00061157,             0.76855,             0.74697,              0.7953,             0.60632,            0.030995,            0.012151,          0.00082594,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022714,            0.018491,          0.00063453,             0.76962,             0.74536,             0.79461,             0.60656,             0.03098,            0.012149,          0.00083896,           0.0043174,           0.0043174,           0.0043174
                 289,            0.022622,            0.018566,          0.00062494,             0.77126,             0.74514,             0.79523,             0.60702,            0.030967,             0.01214,          0.00084771,           0.0042976,           0.0042976,           0.0042976
                 290,            0.022602,            0.018544,          0.00063001,             0.77957,              0.7381,             0.79528,             0.60748,            0.030962,            0.012129,          0.00085135,           0.0042778,           0.0042778,           0.0042778
                 291,            0.022557,            0.018419,          0.00063692,             0.77056,             0.74779,             0.79536,             0.60822,            0.030959,            0.012128,          0.00085214,            0.004258,            0.004258,            0.004258
                 292,            0.022582,            0.018383,          0.00060362,             0.77132,             0.74576,              0.7956,             0.60849,            0.030957,            0.012123,           0.0008533,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022551,            0.018396,          0.00060407,             0.77162,             0.74739,             0.79551,             0.60868,            0.030941,            0.012118,          0.00086516,           0.0042184,           0.0042184,           0.0042184
                 294,            0.022528,            0.018371,          0.00061859,             0.77086,             0.74817,             0.79602,             0.60871,            0.030921,            0.012117,          0.00086531,           0.0041986,           0.0041986,           0.0041986
                 295,            0.022495,            0.018414,          0.00061529,             0.76762,             0.75356,             0.79651,             0.60906,            0.030929,            0.012124,           0.0008675,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022474,            0.018377,           0.0006171,             0.77514,               0.746,             0.79652,             0.60912,            0.030945,            0.012133,           0.0008718,            0.004159,            0.004159,            0.004159
                 297,            0.022442,            0.018385,          0.00061199,             0.77259,             0.74803,             0.79611,              0.6091,            0.030947,            0.012137,          0.00087627,           0.0041392,           0.0041392,           0.0041392
                 298,             0.02239,            0.018213,          0.00061728,             0.77994,             0.73982,             0.79577,             0.60895,            0.030952,            0.012139,          0.00087186,           0.0041194,           0.0041194,           0.0041194
                 299,            0.022351,            0.018333,          0.00059348,             0.77188,              0.7481,             0.79608,             0.60917,            0.030949,            0.012143,          0.00087126,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022264,            0.018236,          0.00060998,             0.77059,             0.74711,             0.79536,              0.6091,            0.030936,            0.012149,           0.0008655,           0.0040798,           0.0040798,           0.0040798
                 301,            0.022278,            0.018345,          0.00059627,             0.77321,             0.74558,             0.79602,             0.60877,            0.030924,            0.012159,          0.00085817,             0.00406,             0.00406,             0.00406
                 302,            0.022189,            0.018173,          0.00059455,             0.78143,             0.73902,             0.79611,             0.60868,            0.030912,            0.012167,          0.00085092,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022205,            0.018198,          0.00059537,             0.78217,             0.74042,             0.79605,             0.60882,            0.030893,            0.012167,           0.0008378,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022076,            0.018063,          0.00060117,             0.77935,             0.74376,             0.79604,             0.60922,            0.030885,            0.012175,          0.00082184,           0.0040006,           0.0040006,           0.0040006
                 305,            0.022044,            0.018095,          0.00057081,              0.7702,             0.74986,             0.79558,             0.60947,            0.030877,             0.01218,          0.00080717,           0.0039808,           0.0039808,           0.0039808
                 306,            0.021981,            0.018069,          0.00059082,             0.77358,              0.7499,             0.79618,             0.60983,            0.030854,            0.012181,          0.00080079,            0.003961,            0.003961,            0.003961
                 307,            0.022117,            0.018053,          0.00058866,             0.77542,             0.74755,             0.79585,             0.60984,            0.030848,            0.012183,          0.00080419,           0.0039412,           0.0039412,           0.0039412
                 308,            0.022007,             0.01794,          0.00059895,             0.78091,             0.74358,             0.79538,              0.6099,            0.030866,            0.012186,          0.00080968,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021933,            0.017996,          0.00058263,             0.78061,              0.7426,             0.79536,             0.61012,            0.030882,            0.012195,          0.00081098,           0.0039016,           0.0039016,           0.0039016
