               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 310,            0.021927,            0.018042,          0.00061112,             0.77864,             0.74564,             0.79493,             0.60981,            0.030867,            0.012202,          0.00081188,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021979,            0.018039,          0.00058904,             0.77886,             0.74521,             0.79532,              0.6099,            0.030859,            0.012204,          0.00081381,            0.003862,            0.003862,            0.003862
                 312,             0.02187,            0.017974,          0.00057676,             0.77935,             0.74295,             0.79469,             0.61009,            0.030856,            0.012205,          0.00081948,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02191,            0.017983,          0.00057753,             0.78292,             0.73923,             0.79471,             0.61054,            0.030862,            0.012212,           0.0008238,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021789,            0.017821,           0.0005631,             0.78518,             0.73822,             0.79538,             0.61108,            0.030868,            0.012217,          0.00082849,           0.0038026,           0.0038026,           0.0038026
                 315,            0.021683,            0.017899,          0.00056866,             0.78398,             0.74199,             0.79638,             0.61165,            0.030854,            0.012218,          0.00082434,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021644,            0.017812,           0.0005849,             0.78242,             0.74134,             0.79587,             0.61194,             0.03084,            0.012225,          0.00082382,            0.003763,            0.003763,            0.003763
                 317,            0.021684,            0.017835,          0.00057388,             0.78323,             0.74048,             0.79549,             0.61199,            0.030834,             0.01223,          0.00081947,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021594,            0.017722,          0.00057702,             0.78077,             0.74105,             0.79557,             0.61192,            0.030842,            0.012239,          0.00082061,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021467,            0.017738,          0.00057606,             0.77955,             0.74218,             0.79566,              0.6118,             0.03085,            0.012242,          0.00082285,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021423,             0.01771,          0.00055844,             0.78117,             0.74033,              0.7955,             0.61177,            0.030856,            0.012246,          0.00083157,           0.0036838,           0.0036838,           0.0036838
                 321,             0.02155,            0.017687,           0.0005538,             0.77784,             0.74385,             0.79603,             0.61209,            0.030857,            0.012247,           0.0008378,            0.003664,            0.003664,            0.003664
                 322,             0.02145,            0.017596,          0.00056157,             0.77978,             0.74221,             0.79568,             0.61197,            0.030856,            0.012257,          0.00083559,           0.0036442,           0.0036442,           0.0036442
                 323,             0.02139,            0.017588,          0.00057414,             0.77404,             0.74718,             0.79496,             0.61204,             0.03086,            0.012269,          0.00083087,           0.0036244,           0.0036244,           0.0036244
                 324,            0.021407,            0.017557,          0.00055852,             0.78007,             0.73937,             0.79466,             0.61216,             0.03085,            0.012278,          0.00083545,           0.0036046,           0.0036046,           0.0036046
                 325,            0.021339,            0.017522,          0.00054827,             0.78205,             0.73779,             0.79441,             0.61218,            0.030862,             0.01229,          0.00083541,           0.0035848,           0.0035848,           0.0035848
                 326,            0.021237,            0.017584,          0.00057002,             0.77667,             0.74441,             0.79458,             0.61226,            0.030862,            0.012302,          0.00084084,            0.003565,            0.003565,            0.003565
                 327,            0.021197,            0.017538,          0.00057751,             0.76923,             0.75001,             0.79436,             0.61231,            0.030865,            0.012304,          0.00083702,           0.0035452,           0.0035452,           0.0035452
                 328,            0.021202,            0.017511,          0.00054237,             0.77292,             0.74808,             0.79458,             0.61206,             0.03086,            0.012312,          0.00083753,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021056,             0.01735,          0.00055353,             0.77339,             0.74735,             0.79464,             0.61271,            0.030847,            0.012317,          0.00082853,           0.0035056,           0.0035056,           0.0035056
                 330,            0.021082,            0.017456,          0.00055976,             0.76354,             0.75303,             0.79469,             0.61331,            0.030841,            0.012322,          0.00081912,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021085,            0.017384,          0.00057292,             0.77418,             0.74636,             0.79445,             0.61377,            0.030829,            0.012327,          0.00081833,            0.003466,            0.003466,            0.003466
                 332,            0.021022,            0.017313,          0.00054429,             0.77564,             0.74434,              0.7944,             0.61381,            0.030815,            0.012334,          0.00082665,           0.0034462,           0.0034462,           0.0034462
                 333,            0.021012,            0.017308,          0.00055534,             0.78004,              0.7408,             0.79443,             0.61401,             0.03083,            0.012342,          0.00082466,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020991,            0.017266,          0.00054585,             0.78277,             0.73695,             0.79406,             0.61393,            0.030861,            0.012349,          0.00082147,           0.0034066,           0.0034066,           0.0034066
                 335,            0.020776,            0.017211,          0.00053347,             0.78578,             0.73667,             0.79457,             0.61428,            0.030888,            0.012364,          0.00082634,           0.0033868,           0.0033868,           0.0033868
                 336,            0.020868,            0.017247,          0.00054053,             0.78297,             0.73724,             0.79451,             0.61427,            0.030894,            0.012365,          0.00083672,            0.003367,            0.003367,            0.003367
                 337,             0.02085,            0.017183,          0.00055018,             0.78322,             0.73867,             0.79474,             0.61454,            0.030895,            0.012372,          0.00084743,           0.0033472,           0.0033472,           0.0033472
                 338,            0.020813,            0.017126,          0.00053578,             0.78154,             0.73924,              0.7942,             0.61461,             0.03089,            0.012377,          0.00084648,           0.0033274,           0.0033274,           0.0033274
                 339,            0.020722,            0.017214,           0.0005379,             0.77663,             0.74483,             0.79445,             0.61494,            0.030897,            0.012381,          0.00084649,           0.0033076,           0.0033076,           0.0033076
                 340,            0.020708,            0.017166,          0.00053352,             0.77486,             0.74627,             0.79463,             0.61475,            0.030909,            0.012386,          0.00084068,           0.0032878,           0.0032878,           0.0032878
                 341,            0.020521,            0.017005,          0.00051323,             0.77031,             0.75124,             0.79502,             0.61474,            0.030925,            0.012393,          0.00084072,            0.003268,            0.003268,            0.003268
                 342,            0.020659,            0.017107,          0.00050681,             0.77077,             0.75139,             0.79487,             0.61485,            0.030922,              0.0124,          0.00084826,           0.0032482,           0.0032482,           0.0032482
                 343,            0.020572,            0.017003,          0.00051879,             0.76958,             0.75277,             0.79532,             0.61524,            0.030903,            0.012414,          0.00085591,           0.0032284,           0.0032284,           0.0032284
                 344,            0.020538,            0.016944,          0.00051842,             0.77319,              0.7482,             0.79555,             0.61581,            0.030906,            0.012417,          0.00086633,           0.0032086,           0.0032086,           0.0032086
                 345,            0.020496,            0.016981,          0.00051939,             0.77403,               0.749,             0.79622,               0.616,            0.030902,            0.012421,          0.00086583,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020421,             0.01692,          0.00052021,             0.77396,             0.75239,             0.79654,             0.61701,            0.030887,            0.012424,          0.00086254,            0.003169,            0.003169,            0.003169
                 347,            0.020341,            0.016888,          0.00051871,             0.77119,             0.75627,             0.79639,             0.61729,            0.030862,            0.012433,          0.00087319,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020358,            0.016861,          0.00051386,             0.77209,             0.75531,             0.79648,             0.61782,            0.030845,            0.012434,            0.000888,           0.0031294,           0.0031294,           0.0031294
                 349,            0.020336,            0.016855,          0.00052585,             0.77449,             0.75419,             0.79684,             0.61814,            0.030836,             0.01243,          0.00090158,           0.0031096,           0.0031096,           0.0031096
                 350,            0.020235,            0.016739,          0.00052974,              0.7761,             0.75134,             0.79663,             0.61792,            0.030842,            0.012436,          0.00089434,           0.0030898,           0.0030898,           0.0030898
                 351,            0.020274,            0.016667,          0.00052175,             0.77657,             0.75215,               0.797,             0.61807,            0.030835,            0.012442,          0.00089303,             0.00307,             0.00307,             0.00307
                 352,            0.020165,            0.016684,           0.0005287,             0.77108,             0.75671,             0.79728,             0.61868,            0.030823,            0.012445,          0.00088935,           0.0030502,           0.0030502,           0.0030502
                 353,            0.020186,            0.016699,          0.00049704,             0.77301,             0.75495,             0.79723,             0.61909,            0.030806,            0.012445,          0.00087523,           0.0030304,           0.0030304,           0.0030304
                 354,            0.020109,            0.016628,          0.00049662,             0.77277,              0.7536,             0.79677,             0.61945,            0.030788,            0.012448,          0.00087581,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020048,            0.016595,          0.00049761,             0.77583,             0.75095,             0.79751,                0.62,            0.030775,             0.01245,          0.00087653,           0.0029908,           0.0029908,           0.0029908
                 356,            0.019919,            0.016561,          0.00047942,             0.78364,              0.7446,             0.79758,             0.62051,            0.030766,             0.01246,          0.00087647,            0.002971,            0.002971,            0.002971
                 357,            0.019935,            0.016545,          0.00049749,             0.78412,             0.74482,             0.79836,             0.62071,             0.03077,            0.012473,          0.00087158,           0.0029512,           0.0029512,           0.0029512
                 358,            0.019837,            0.016577,          0.00050428,             0.78724,              0.7424,             0.79882,             0.62051,             0.03078,            0.012477,          0.00086235,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019829,              0.0165,          0.00051277,             0.78428,             0.74812,             0.79857,             0.62061,            0.030803,            0.012488,          0.00086099,           0.0029116,           0.0029116,           0.0029116
                 360,             0.01988,            0.016498,          0.00051334,             0.78728,              0.7458,             0.79911,             0.62115,            0.030817,            0.012495,          0.00085263,           0.0028918,           0.0028918,           0.0028918
                 361,            0.019727,            0.016484,          0.00049504,             0.78508,             0.74689,             0.79913,             0.62103,            0.030823,            0.012497,          0.00084433,            0.002872,            0.002872,            0.002872
                 362,            0.019691,            0.016405,          0.00049184,             0.78499,             0.74699,             0.79992,              0.6221,            0.030821,            0.012498,          0.00083175,           0.0028522,           0.0028522,           0.0028522
                 363,             0.01965,            0.016337,          0.00049987,             0.77266,             0.75771,             0.79973,             0.62219,            0.030837,            0.012513,          0.00082397,           0.0028324,           0.0028324,           0.0028324
                 364,            0.019541,            0.016377,          0.00050136,             0.78955,             0.74282,             0.79934,             0.62211,            0.030845,            0.012528,          0.00081655,           0.0028126,           0.0028126,           0.0028126
                 365,             0.01954,            0.016264,          0.00047628,              0.7662,             0.76391,             0.79933,             0.62212,            0.030864,            0.012552,          0.00081126,           0.0027928,           0.0027928,           0.0027928
                 366,            0.019513,            0.016302,          0.00049798,             0.78803,             0.74346,             0.79949,              0.6219,            0.030866,             0.01256,          0.00080921,            0.002773,            0.002773,            0.002773
                 367,            0.019504,            0.016207,          0.00048859,             0.77888,             0.75037,              0.7994,             0.62231,            0.030862,            0.012563,           0.0008047,           0.0027532,           0.0027532,           0.0027532
                 368,            0.019406,            0.016238,          0.00047974,             0.78582,             0.74532,             0.79935,             0.62261,            0.030852,            0.012575,          0.00081062,           0.0027334,           0.0027334,           0.0027334
                 369,            0.019387,            0.016142,          0.00048527,             0.78444,             0.74636,             0.79994,             0.62316,            0.030844,            0.012595,          0.00081209,           0.0027136,           0.0027136,           0.0027136
                 370,            0.019375,            0.016046,          0.00046984,             0.78554,             0.74867,             0.79944,             0.62291,            0.030835,            0.012604,          0.00082405,           0.0026938,           0.0026938,           0.0026938
                 371,            0.019223,            0.016033,           0.0004773,              0.7873,             0.74606,             0.79915,             0.62311,            0.030809,            0.012618,            0.000835,            0.002674,            0.002674,            0.002674
                 372,            0.019226,            0.016112,          0.00048768,             0.77932,             0.75307,             0.79903,             0.62335,            0.030807,             0.01263,           0.0008411,           0.0026542,           0.0026542,           0.0026542
                 373,            0.019231,            0.016058,          0.00047984,             0.77984,             0.75279,             0.79924,             0.62382,            0.030813,            0.012644,          0.00084349,           0.0026344,           0.0026344,           0.0026344
                 374,            0.019097,            0.015941,           0.0004668,              0.7843,             0.74868,              0.7993,              0.6241,            0.030811,            0.012645,          0.00084631,           0.0026146,           0.0026146,           0.0026146
                 375,            0.019098,            0.015912,           0.0004669,               0.787,             0.74669,             0.79915,              0.6244,            0.030815,            0.012644,          0.00084761,           0.0025948,           0.0025948,           0.0025948
                 376,            0.018959,            0.015863,          0.00045968,             0.78707,             0.74806,             0.79984,             0.62452,             0.03081,            0.012648,          0.00084936,            0.002575,            0.002575,            0.002575
                 377,            0.018982,            0.015724,          0.00046821,             0.78172,              0.7539,             0.80073,             0.62513,            0.030801,            0.012658,          0.00085118,           0.0025552,           0.0025552,           0.0025552
                 378,            0.018979,             0.01585,          0.00046743,             0.78411,             0.75041,             0.79976,              0.6255,            0.030798,            0.012666,          0.00084659,           0.0025354,           0.0025354,           0.0025354
                 379,            0.018908,            0.015673,          0.00046313,             0.78259,             0.75382,             0.79977,             0.62536,            0.030801,            0.012678,          0.00084325,           0.0025156,           0.0025156,           0.0025156
                 380,            0.018799,            0.015743,          0.00046401,             0.77653,              0.7604,             0.80069,             0.62617,            0.030807,            0.012695,           0.0008398,           0.0024958,           0.0024958,           0.0024958
                 381,            0.018788,            0.015682,          0.00045668,             0.77379,             0.76228,             0.80049,             0.62628,            0.030812,            0.012704,           0.0008393,            0.002476,            0.002476,            0.002476
                 382,            0.018739,            0.015563,          0.00042974,             0.77039,              0.7648,              0.7997,             0.62624,            0.030816,            0.012721,          0.00083591,           0.0024562,           0.0024562,           0.0024562
                 383,            0.018673,            0.015685,          0.00044364,             0.77049,             0.76592,             0.80001,             0.62636,            0.030828,            0.012731,          0.00083731,           0.0024364,           0.0024364,           0.0024364
                 384,            0.018645,            0.015587,          0.00045924,             0.78338,             0.75164,             0.79963,             0.62688,            0.030838,            0.012745,          0.00084674,           0.0024166,           0.0024166,           0.0024166
                 385,            0.018571,            0.015554,          0.00045451,              0.7853,             0.74776,             0.79898,             0.62699,            0.030836,            0.012763,          0.00085124,           0.0023968,           0.0023968,           0.0023968
                 386,            0.018538,            0.015419,          0.00044994,             0.78522,             0.75033,             0.79871,             0.62712,            0.030841,            0.012772,          0.00085026,            0.002377,            0.002377,            0.002377
                 387,            0.018456,            0.015445,          0.00044253,             0.79187,             0.74392,             0.79983,             0.62747,            0.030844,            0.012784,          0.00084985,           0.0023572,           0.0023572,           0.0023572
                 388,            0.018354,            0.015366,          0.00045739,             0.79582,             0.74324,             0.80049,             0.62793,            0.030835,            0.012797,          0.00084797,           0.0023374,           0.0023374,           0.0023374
                 389,            0.018343,            0.015294,          0.00043473,              0.7908,              0.7487,              0.8008,             0.62842,             0.03083,            0.012811,          0.00085438,           0.0023176,           0.0023176,           0.0023176
                 390,            0.018229,            0.015278,          0.00043108,             0.79151,             0.74573,             0.79979,             0.62829,            0.030827,            0.012827,          0.00085941,           0.0022978,           0.0022978,           0.0022978
                 391,            0.018215,            0.015336,          0.00043317,             0.78166,             0.75449,             0.79968,             0.62841,            0.030825,             0.01284,          0.00086799,            0.002278,            0.002278,            0.002278
                 392,            0.018209,            0.015198,          0.00043978,             0.77961,             0.75638,             0.79965,             0.62845,             0.03083,            0.012847,          0.00087592,           0.0022582,           0.0022582,           0.0022582
                 393,            0.018122,            0.015196,          0.00043143,             0.78039,             0.75659,             0.79975,             0.62885,            0.030843,             0.01285,          0.00087895,           0.0022384,           0.0022384,           0.0022384
                 394,            0.018122,            0.015192,          0.00041748,             0.78078,             0.75672,              0.7999,             0.62892,            0.030844,            0.012863,          0.00088699,           0.0022186,           0.0022186,           0.0022186
                 395,            0.017952,            0.015066,          0.00041177,             0.78057,             0.75777,             0.79958,             0.62916,            0.030837,            0.012877,          0.00089879,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017982,            0.015072,          0.00041216,             0.77456,             0.76069,             0.79968,             0.62936,            0.030841,            0.012881,          0.00090468,            0.002179,            0.002179,            0.002179
                 397,            0.017878,            0.015049,          0.00041531,             0.78299,             0.75136,             0.79957,             0.63024,            0.030841,            0.012881,          0.00090959,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017907,            0.015049,          0.00043052,             0.78339,             0.75447,             0.79998,             0.62988,            0.030832,            0.012889,           0.0009152,           0.0021394,           0.0021394,           0.0021394
                 399,            0.017806,            0.014903,          0.00041164,             0.78098,             0.75774,              0.8003,             0.63066,            0.030828,            0.012904,          0.00091491,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017748,            0.014964,           0.0004082,             0.78677,             0.75262,              0.8009,             0.63095,            0.030819,            0.012914,          0.00091461,           0.0020998,           0.0020998,           0.0020998
                 401,            0.017652,            0.014818,          0.00040892,             0.79637,             0.74533,             0.80152,             0.63143,            0.030821,            0.012928,           0.0009208,             0.00208,             0.00208,             0.00208
                 402,            0.017597,            0.014824,          0.00040971,             0.78754,             0.75171,             0.80149,             0.63159,            0.030822,            0.012939,          0.00092413,           0.0020602,           0.0020602,           0.0020602
                 403,            0.017609,            0.014825,          0.00041859,             0.77922,             0.76014,             0.80148,             0.63218,            0.030814,            0.012947,          0.00092836,           0.0020404,           0.0020404,           0.0020404
                 404,            0.017558,            0.014795,          0.00040467,             0.77456,              0.7649,             0.80123,             0.63253,            0.030803,            0.012952,          0.00092337,           0.0020206,           0.0020206,           0.0020206
                 405,            0.017557,            0.014713,          0.00041115,             0.77539,             0.76535,             0.80137,             0.63267,            0.030798,            0.012959,          0.00091895,           0.0020008,           0.0020008,           0.0020008
                 406,            0.017378,            0.014598,          0.00041204,             0.77733,               0.764,              0.8013,             0.63287,            0.030797,            0.012975,          0.00091526,            0.001981,            0.001981,            0.001981
                 407,            0.017384,            0.014618,          0.00040489,             0.78928,             0.75063,             0.80135,             0.63292,            0.030793,            0.012992,          0.00091141,           0.0019612,           0.0019612,           0.0019612
                 408,            0.017293,            0.014506,          0.00039298,             0.78084,             0.76166,             0.80148,             0.63335,            0.030779,               0.013,          0.00090733,           0.0019414,           0.0019414,           0.0019414
                 409,            0.017252,            0.014538,          0.00039636,             0.78188,             0.76264,             0.80169,              0.6338,            0.030771,            0.013003,          0.00090097,           0.0019216,           0.0019216,           0.0019216
                 410,              0.0172,            0.014446,          0.00038884,             0.77837,             0.76483,             0.80137,             0.63425,            0.030768,            0.013013,          0.00089058,           0.0019018,           0.0019018,           0.0019018
                 411,            0.017149,            0.014411,          0.00038682,             0.78727,             0.75568,             0.80154,             0.63424,            0.030778,            0.013023,            0.000884,            0.001882,            0.001882,            0.001882
                 412,            0.017009,            0.014322,          0.00038646,             0.78801,             0.75555,             0.80161,             0.63479,            0.030761,            0.013034,          0.00087608,           0.0018622,           0.0018622,           0.0018622
                 413,            0.016976,            0.014248,          0.00039486,             0.78635,             0.75816,             0.80185,             0.63538,            0.030764,            0.013053,          0.00086976,           0.0018424,           0.0018424,           0.0018424
                 414,            0.016934,            0.014257,          0.00039183,             0.80094,             0.74639,             0.80246,             0.63593,            0.030762,            0.013065,          0.00086876,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016841,            0.014212,          0.00037948,             0.80079,             0.74636,             0.80262,             0.63665,             0.03076,            0.013083,            0.000866,           0.0018028,           0.0018028,           0.0018028
                 416,            0.016803,            0.014161,          0.00037568,             0.80011,             0.74774,             0.80313,             0.63693,            0.030759,            0.013095,          0.00086468,            0.001783,            0.001783,            0.001783
                 417,            0.016737,            0.014145,          0.00036378,             0.79576,             0.75133,             0.80285,             0.63695,            0.030755,            0.013109,          0.00086323,           0.0017632,           0.0017632,           0.0017632
                 418,            0.016639,            0.014133,          0.00036542,             0.79491,             0.75301,             0.80283,             0.63746,            0.030749,            0.013122,          0.00086074,           0.0017434,           0.0017434,           0.0017434
                 419,            0.016607,             0.01407,          0.00036339,              0.7904,             0.75571,             0.80217,             0.63739,            0.030735,             0.01314,          0.00086409,           0.0017236,           0.0017236,           0.0017236
                 420,            0.016547,            0.014073,          0.00035309,             0.78563,             0.76208,             0.80244,             0.63752,            0.030718,            0.013155,          0.00086488,           0.0017038,           0.0017038,           0.0017038
                 421,            0.016489,            0.013944,          0.00037735,             0.78943,             0.75957,              0.8025,             0.63761,            0.030717,            0.013161,          0.00086954,            0.001684,            0.001684,            0.001684
                 422,            0.016398,            0.013895,          0.00037491,             0.79172,             0.75961,             0.80244,             0.63773,            0.030716,            0.013173,          0.00087088,           0.0016642,           0.0016642,           0.0016642
                 423,            0.016357,            0.013829,          0.00036607,             0.79668,             0.75658,             0.80257,             0.63792,            0.030715,            0.013192,           0.0008712,           0.0016444,           0.0016444,           0.0016444
                 424,            0.016294,            0.013795,          0.00035989,             0.79516,              0.7573,             0.80226,             0.63793,            0.030731,            0.013214,          0.00087604,           0.0016246,           0.0016246,           0.0016246
                 425,            0.016268,            0.013812,          0.00035978,             0.79588,             0.75653,             0.80302,             0.63856,            0.030737,            0.013236,          0.00087513,           0.0016048,           0.0016048,           0.0016048
                 426,            0.016157,            0.013678,           0.0003541,             0.79826,             0.75333,             0.80332,             0.63954,            0.030735,             0.01325,          0.00087114,            0.001585,            0.001585,            0.001585
                 427,             0.01603,            0.013617,          0.00036534,             0.79835,             0.75248,             0.80315,             0.64004,            0.030733,            0.013268,          0.00087444,           0.0015652,           0.0015652,           0.0015652
                 428,            0.016004,            0.013499,          0.00035178,             0.79733,             0.75525,             0.80308,             0.63985,            0.030721,            0.013291,          0.00088506,           0.0015454,           0.0015454,           0.0015454
                 429,            0.015947,            0.013475,          0.00033586,             0.79793,             0.75647,             0.80361,             0.64035,            0.030725,            0.013304,          0.00089809,           0.0015256,           0.0015256,           0.0015256
                 430,            0.015914,            0.013531,          0.00033048,             0.79653,             0.75945,             0.80395,             0.64078,             0.03072,            0.013311,          0.00090449,           0.0015058,           0.0015058,           0.0015058
                 431,            0.015855,            0.013422,          0.00034863,             0.79577,             0.75915,             0.80351,             0.64093,            0.030729,             0.01332,          0.00091682,            0.001486,            0.001486,            0.001486
                 432,            0.015829,            0.013429,          0.00034318,             0.79578,             0.75822,             0.80316,             0.64121,            0.030737,            0.013335,          0.00092233,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015718,            0.013277,          0.00033426,             0.80015,              0.7581,             0.80372,              0.6419,            0.030745,            0.013342,          0.00092389,           0.0014464,           0.0014464,           0.0014464
                 434,            0.015569,            0.013305,          0.00032973,             0.80029,             0.75865,             0.80398,              0.6421,            0.030736,            0.013349,          0.00092232,           0.0014266,           0.0014266,           0.0014266
                 435,             0.01557,            0.013212,          0.00033502,             0.80393,             0.75833,             0.80456,             0.64264,            0.030721,            0.013362,           0.0009218,           0.0014068,           0.0014068,           0.0014068
                 436,            0.015524,            0.013132,          0.00032167,             0.80341,              0.7597,             0.80507,             0.64347,            0.030708,            0.013373,          0.00092158,            0.001387,            0.001387,            0.001387
                 437,            0.015458,            0.013175,          0.00032574,              0.8026,             0.76033,             0.80551,             0.64361,            0.030699,            0.013376,          0.00092389,           0.0013672,           0.0013672,           0.0013672
                 438,            0.015363,            0.013014,          0.00033911,             0.80398,             0.75802,             0.80564,             0.64371,            0.030689,            0.013384,          0.00092859,           0.0013474,           0.0013474,           0.0013474
                 439,            0.015323,            0.012975,          0.00032316,             0.80367,             0.75858,             0.80562,             0.64406,            0.030691,            0.013405,          0.00092532,           0.0013276,           0.0013276,           0.0013276
                 440,            0.015154,            0.012969,          0.00033258,             0.80249,             0.76145,             0.80573,             0.64454,            0.030697,            0.013422,          0.00092272,           0.0013078,           0.0013078,           0.0013078
                 441,            0.015262,            0.012886,           0.0003247,             0.80091,             0.76497,             0.80549,             0.64436,            0.030712,             0.01344,          0.00092649,            0.001288,            0.001288,            0.001288
                 442,            0.015128,            0.012855,          0.00031915,             0.80242,             0.76466,             0.80556,              0.6447,            0.030717,            0.013455,          0.00092316,           0.0012682,           0.0012682,           0.0012682
                 443,             0.01502,            0.012757,          0.00031194,             0.80291,             0.76378,              0.8053,             0.64498,            0.030718,            0.013474,           0.0009249,           0.0012484,           0.0012484,           0.0012484
                 444,            0.014945,            0.012733,           0.0002958,             0.80285,             0.76346,             0.80518,             0.64579,            0.030709,            0.013491,          0.00092596,           0.0012286,           0.0012286,           0.0012286
                 445,            0.014854,            0.012717,          0.00032904,             0.80768,             0.76154,             0.80544,             0.64609,             0.03071,            0.013512,          0.00092574,           0.0012088,           0.0012088,           0.0012088
                 446,            0.014828,            0.012683,          0.00029837,             0.80547,             0.76241,             0.80554,             0.64653,            0.030705,            0.013545,          0.00092781,            0.001189,            0.001189,            0.001189
                 447,             0.01473,            0.012534,          0.00031661,             0.80483,             0.76221,             0.80553,             0.64677,            0.030699,            0.013573,          0.00092756,           0.0011692,           0.0011692,           0.0011692
                 448,            0.014679,            0.012499,          0.00031241,             0.80311,             0.76362,             0.80548,             0.64711,            0.030715,            0.013594,          0.00092745,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014619,            0.012373,          0.00030178,             0.80476,             0.76247,             0.80519,             0.64743,            0.030736,            0.013618,          0.00092523,           0.0011296,           0.0011296,           0.0011296
                 450,            0.014512,            0.012371,          0.00028788,             0.80528,             0.76142,             0.80507,             0.64746,            0.030758,            0.013644,          0.00092546,           0.0011098,           0.0011098,           0.0011098
                 451,            0.014469,            0.012305,          0.00029172,             0.80776,             0.75942,             0.80526,             0.64827,            0.030773,            0.013665,          0.00092385,             0.00109,             0.00109,             0.00109
                 452,            0.014443,            0.012276,          0.00029025,             0.80844,             0.75921,             0.80542,             0.64897,            0.030778,            0.013688,           0.0009192,           0.0010702,           0.0010702,           0.0010702
                 453,            0.014228,             0.01224,          0.00028491,             0.80333,             0.76172,             0.80539,             0.64951,            0.030778,            0.013706,           0.0009229,           0.0010504,           0.0010504,           0.0010504
                 454,            0.014219,            0.012188,          0.00029268,             0.80662,             0.75957,             0.80585,             0.65027,            0.030783,             0.01373,          0.00092279,           0.0010306,           0.0010306,           0.0010306
                 455,            0.014109,            0.012082,          0.00028395,             0.80766,             0.75919,             0.80596,             0.65062,            0.030781,            0.013761,          0.00090967,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013993,            0.012025,          0.00027508,             0.80558,             0.76154,             0.80619,             0.65123,            0.030791,            0.013784,          0.00090611,            0.000991,            0.000991,            0.000991
                 457,            0.014009,            0.011959,           0.0002826,             0.80943,             0.75723,             0.80627,             0.65157,            0.030798,             0.01381,          0.00090427,           0.0009712,           0.0009712,           0.0009712
                 458,            0.013922,            0.011901,          0.00028066,              0.8074,              0.7593,             0.80689,             0.65178,            0.030799,             0.01384,          0.00090538,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013794,            0.011774,          0.00027319,             0.80998,             0.75797,             0.80664,             0.65219,            0.030811,            0.013876,          0.00091626,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013711,             0.01183,          0.00027252,             0.81342,             0.75546,             0.80645,             0.65223,             0.03081,            0.013903,          0.00092768,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013673,            0.011758,           0.0002866,             0.81536,             0.75339,             0.80633,             0.65313,            0.030808,            0.013924,          0.00093579,            0.000892,            0.000892,            0.000892
                 462,            0.013551,            0.011658,          0.00027002,             0.81444,             0.75423,             0.80655,             0.65374,            0.030794,            0.013945,          0.00093628,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013524,            0.011654,          0.00025925,             0.81796,             0.75243,             0.80709,             0.65438,            0.030781,            0.013961,          0.00094103,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013448,            0.011521,          0.00026125,             0.81902,             0.75118,              0.8068,             0.65495,            0.030774,             0.01399,          0.00094387,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013302,            0.011421,          0.00024484,             0.82118,             0.74886,             0.80669,             0.65569,            0.030769,            0.014024,          0.00094059,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013287,            0.011458,          0.00025511,             0.82069,             0.75083,             0.80689,             0.65604,             0.03079,            0.014054,          0.00094068,            0.000793,            0.000793,            0.000793
                 467,            0.013216,            0.011341,          0.00025248,             0.81687,             0.75417,               0.807,             0.65643,            0.030785,            0.014079,          0.00094491,           0.0007732,           0.0007732,           0.0007732
                 468,            0.013046,            0.011313,          0.00024544,             0.81618,             0.75566,              0.8071,             0.65731,            0.030787,            0.014117,          0.00094683,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012994,            0.011294,          0.00025233,             0.81847,             0.75526,             0.80814,             0.65751,             0.03079,            0.014144,            0.000954,           0.0007336,           0.0007336,           0.0007336
